index,fixed acidity,volatile acidity,citric acid,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality,colour,target
308,10.3,0.43,0.44,0.214,12.0,0.9994,3.19,0.63,9.5,6,1,1
309,7.4,0.29,0.38,0.062,30.0,0.9968,3.41,0.53,9.5,6,1,1
310,10.3,0.53,0.48,0.063,25.0,0.9998,3.12,0.59,9.3,6,1,1
311,7.9,0.53,0.24,0.072,105.0,0.996,3.27,0.54,9.4,6,1,1
312,9.0,0.46,0.31,0.093,98.0,0.99815,3.32,0.63,9.5,6,1,1
313,8.6,0.47,0.3,0.076,135.0,0.9976,3.3,0.53,9.4,5,1,0
314,7.4,0.36,0.29,0.087,72.0,0.99645,3.39,0.68,11.0,5,1,0
315,7.1,0.35,0.29,0.096,53.0,0.9962,3.42,0.65,11.0,6,1,1
316,9.6,0.56,0.23,0.102,92.0,0.9996,3.3,0.65,10.1,5,1,0
317,9.6,0.77,0.12,0.082,74.0,0.99865,3.3,0.64,10.4,6,1,1
318,9.8,0.66,0.39,0.083,59.0,0.9989,3.37,0.71,11.5,7,1,1
319,9.6,0.77,0.12,0.082,74.0,0.99865,3.3,0.64,10.4,6,1,1
320,9.8,0.66,0.39,0.083,59.0,0.9989,3.37,0.71,11.5,7,1,1
321,9.3,0.61,0.26,0.09,87.0,0.99975,3.24,0.62,9.7,5,1,0
322,7.8,0.62,0.05,0.079,18.0,0.99735,3.29,0.63,9.3,5,1,0
323,10.3,0.59,0.42,0.09,73.0,0.999,3.28,0.7,9.5,6,1,1
324,10.0,0.49,0.2,0.071,50.0,1.0015,3.16,0.69,9.2,6,1,1
325,10.0,0.49,0.2,0.071,50.0,1.0015,3.16,0.69,9.2,6,1,1
326,11.6,0.53,0.66,0.121,14.0,0.9978,3.05,0.74,11.5,7,1,1
327,10.3,0.44,0.5,0.107,13.0,0.998,3.28,0.83,11.5,5,1,0
328,13.4,0.27,0.62,0.082,21.0,1.0002,3.16,0.67,9.7,6,1,1
329,10.7,0.46,0.39,0.061,15.0,0.9981,3.18,0.62,9.5,5,1,0
330,10.2,0.36,0.64,0.122,41.0,0.998,3.23,0.66,12.5,6,1,1
331,10.2,0.36,0.64,0.122,41.0,0.998,3.23,0.66,12.5,6,1,1
332,8.0,0.58,0.28,0.066,114.0,0.9973,3.22,0.54,9.4,6,1,1
333,8.4,0.56,0.08,0.105,44.0,0.9958,3.13,0.52,11.0,5,1,0
334,7.9,0.65,0.01,0.078,38.0,0.9963,3.34,0.74,11.7,7,1,1
335,11.9,0.695,0.53,0.128,21.0,0.9992,3.17,0.84,12.2,7,1,1
336,8.9,0.43,0.45,0.052,16.0,0.9948,3.35,0.7,12.5,6,1,1
337,7.8,0.43,0.32,0.08,58.0,0.9974,3.31,0.64,10.3,5,1,0
338,12.4,0.49,0.58,0.103,99.0,1.0008,3.16,1.0,11.5,6,1,1
339,12.5,0.28,0.54,0.082,29.0,0.9997,3.11,1.36,9.8,7,1,1
340,12.2,0.34,0.5,0.066,21.0,1.0,3.12,1.18,9.2,6,1,1
341,10.6,0.42,0.48,0.065,18.0,0.9972,3.21,0.87,11.3,6,1,1
342,10.9,0.39,0.47,0.118,14.0,0.9982,3.3,0.75,9.8,6,1,1
343,10.9,0.39,0.47,0.118,14.0,0.9982,3.3,0.75,9.8,6,1,1
344,11.9,0.57,0.5,0.082,32.0,1.0006,3.12,0.78,10.7,6,1,1
345,7.0,0.685,0.0,0.067,63.0,0.9979,3.6,0.81,9.9,5,1,0
346,6.6,0.815,0.02,0.072,34.0,0.9955,3.58,0.89,12.3,7,1,1
347,13.8,0.49,0.67,0.093,15.0,0.9986,3.02,0.93,12.0,6,1,1
348,9.6,0.56,0.31,0.089,46.0,0.9979,3.11,0.92,10.0,6,1,1
349,9.1,0.785,0.0,0.093,28.0,0.9994,3.36,0.86,9.4,6,1,1
350,10.7,0.67,0.22,0.107,34.0,1.0004,3.28,0.98,9.9,6,1,1
351,9.1,0.795,0.0,0.096,26.0,0.9994,3.35,0.83,9.4,6,1,1
352,7.7,0.665,0.0,0.09,19.0,0.9974,3.27,0.73,9.3,5,1,0
353,13.5,0.53,0.79,0.12,77.0,1.0018,3.18,0.77,13.0,5,1,0
354,6.1,0.21,0.4,0.066,165.0,0.9912,3.25,0.59,11.9,6,1,1
355,6.7,0.75,0.01,0.078,32.0,0.9955,3.55,0.61,12.8,6,1,1
356,11.5,0.41,0.52,0.08,55.0,1.0001,3.26,0.88,11.0,5,1,0
357,10.5,0.42,0.66,0.116,29.0,0.997,3.24,0.75,11.7,7,1,1
358,11.9,0.43,0.66,0.109,23.0,1.0,3.15,0.85,10.4,7,1,1
359,12.6,0.38,0.66,0.088,41.0,1.001,3.17,0.68,9.8,6,1,1
360,8.2,0.7,0.23,0.099,81.0,0.9973,3.19,0.7,9.4,5,1,0
361,8.6,0.45,0.31,0.086,50.0,0.9982,3.37,0.91,9.9,6,1,1
362,11.9,0.58,0.66,0.072,37.0,0.9992,3.05,0.56,10.0,5,1,0
363,12.5,0.46,0.63,0.071,15.0,0.9988,2.99,0.87,10.2,5,1,0
364,12.8,0.615,0.66,0.083,42.0,1.0022,3.07,0.73,10.0,7,1,1
365,10.0,0.42,0.5,0.107,21.0,0.9979,3.26,0.93,11.8,6,1,1
366,12.8,0.615,0.66,0.083,42.0,1.0022,3.07,0.73,10.0,7,1,1
367,10.4,0.575,0.61,0.076,24.0,1.0,3.16,0.69,9.0,5,1,0
368,10.3,0.34,0.52,0.159,75.0,0.9998,3.18,0.64,9.4,5,1,0
369,9.4,0.27,0.53,0.074,18.0,0.9962,3.2,1.13,12.0,7,1,1
370,6.9,0.765,0.02,0.063,63.0,0.9975,3.57,0.78,9.9,5,1,0
371,7.9,0.24,0.4,0.056,25.0,0.9967,3.32,0.87,8.7,6,1,1
372,9.1,0.28,0.48,0.067,46.0,0.9967,3.32,1.04,10.6,6,1,1
373,7.4,0.55,0.22,0.106,72.0,0.9959,3.05,0.63,9.2,5,1,0
374,14.0,0.41,0.63,0.089,47.0,1.0014,3.01,0.81,10.8,6,1,1
375,11.5,0.54,0.71,0.124,15.0,0.9984,3.01,0.83,11.8,7,1,1
376,11.5,0.45,0.5,0.078,47.0,1.0003,3.26,1.11,11.0,6,1,1
377,9.4,0.27,0.53,0.074,18.0,0.9962,3.2,1.13,12.0,7,1,1
378,11.4,0.625,0.66,0.088,24.0,0.9988,3.11,0.99,13.3,6,1,1
379,8.3,0.42,0.38,0.094,60.0,0.9979,3.31,0.7,10.8,6,1,1
380,8.3,0.26,0.42,0.08,27.0,0.9974,3.21,0.8,9.4,6,1,1
381,13.7,0.415,0.68,0.085,43.0,1.0014,3.06,0.8,10.0,6,1,1
382,8.3,0.26,0.42,0.08,27.0,0.9974,3.21,0.8,9.4,6,1,1
383,8.3,0.26,0.42,0.08,27.0,0.9974,3.21,0.8,9.4,6,1,1
384,7.7,0.51,0.28,0.087,54.0,0.998,3.42,0.74,9.2,5,1,0
385,7.4,0.63,0.07,0.09,37.0,0.9979,3.43,0.76,9.7,6,1,1
386,7.8,0.54,0.26,0.088,48.0,0.9981,3.41,0.74,9.2,6,1,1
387,8.3,0.66,0.15,0.079,42.0,0.9972,3.31,0.54,9.6,6,1,1
388,7.8,0.46,0.26,0.088,53.0,0.9981,3.43,0.74,9.2,6,1,1
389,9.6,0.38,0.31,0.096,49.0,0.9982,3.19,0.7,10.0,7,1,1
390,5.6,0.85,0.05,0.045,88.0,0.9924,3.56,0.82,12.9,8,1,1
391,13.7,0.415,0.68,0.085,43.0,1.0014,3.06,0.8,10.0,6,1,1
392,9.5,0.37,0.52,0.082,26.0,0.998,3.18,0.51,9.5,5,1,0
393,8.4,0.665,0.61,0.112,95.0,0.997,3.16,0.54,9.1,5,1,0
394,12.7,0.6,0.65,0.063,25.0,0.9997,3.03,0.57,9.9,5,1,0
395,12.0,0.37,0.76,0.066,38.0,1.0004,3.22,0.6,13.0,7,1,1
396,6.6,0.735,0.02,0.122,124.0,0.9994,3.47,0.53,9.9,5,1,0
397,11.5,0.59,0.59,0.087,49.0,0.9988,3.18,0.65,11.0,6,1,1
398,11.5,0.59,0.59,0.087,49.0,0.9988,3.18,0.65,11.0,6,1,1
399,8.7,0.765,0.22,0.064,42.0,0.9963,3.1,0.55,9.4,5,1,0
400,6.6,0.735,0.02,0.122,124.0,0.9994,3.47,0.53,9.9,5,1,0
401,7.7,0.26,0.3,0.059,38.0,0.9949,3.29,0.47,10.8,6,1,1
402,12.2,0.48,0.54,0.085,64.0,1.0,3.1,0.61,10.5,6,1,1
403,11.4,0.6,0.49,0.085,41.0,0.9994,3.15,0.63,10.5,6,1,1
404,7.7,0.69,0.05,0.075,27.0,0.9974,3.26,0.61,9.1,5,1,0
405,8.7,0.31,0.46,0.059,25.0,0.9966,3.36,0.76,10.1,6,1,1
406,9.8,0.44,0.47,0.063,28.0,0.9981,3.24,0.65,10.8,6,1,1
407,12.0,0.39,0.66,0.093,30.0,0.9996,3.18,0.63,10.8,7,1,1
408,10.4,0.34,0.58,0.174,16.0,0.997,3.19,0.7,11.3,6,1,1
409,12.5,0.46,0.49,0.07,49.0,0.9981,3.05,0.57,9.6,4,1,0
410,9.0,0.43,0.34,0.08,86.0,0.9987,3.38,0.62,9.5,6,1,1
411,9.1,0.45,0.35,0.08,78.0,0.9987,3.38,0.62,9.5,5,1,0
412,7.1,0.735,0.16,0.1,77.0,0.9966,3.27,0.64,9.3,5,1,0
413,9.9,0.4,0.53,0.097,19.0,0.9986,3.27,0.82,11.7,7,1,1
414,8.8,0.52,0.34,0.087,122.0,0.9982,3.26,0.61,9.5,5,1,0
415,8.6,0.725,0.24,0.117,134.0,1.0014,3.32,1.07,9.3,5,1,0
416,10.6,0.48,0.64,0.111,20.0,0.997,3.26,0.66,11.7,6,1,1
417,7.0,0.58,0.12,0.091,124.0,0.9956,3.44,0.48,10.5,5,1,0
418,11.9,0.38,0.51,0.121,20.0,0.9996,3.24,0.76,10.4,6,1,1
419,6.8,0.77,0.0,0.066,52.0,0.9976,3.62,0.68,9.9,5,1,0
420,9.5,0.56,0.33,0.089,67.0,0.9972,3.28,0.73,11.8,7,1,1
421,6.6,0.84,0.03,0.059,48.0,0.9952,3.52,0.56,12.3,7,1,1
422,7.7,0.96,0.2,0.047,60.0,0.9955,3.36,0.44,10.9,5,1,0
423,10.5,0.24,0.47,0.066,24.0,0.9978,3.15,0.9,11.0,7,1,1
424,7.7,0.96,0.2,0.047,60.0,0.9955,3.36,0.44,10.9,5,1,0
425,6.6,0.84,0.03,0.059,48.0,0.9952,3.52,0.56,12.3,7,1,1
426,6.4,0.67,0.08,0.045,48.0,0.9949,3.49,0.49,11.4,6,1,1
427,9.5,0.78,0.22,0.077,32.0,0.9988,3.26,0.56,10.6,6,1,1
428,9.1,0.52,0.33,0.07,30.0,0.9978,3.24,0.6,9.3,5,1,0
429,12.8,0.84,0.63,0.088,35.0,0.9997,3.1,0.6,10.4,6,1,1
430,10.5,0.24,0.47,0.066,24.0,0.9978,3.15,0.9,11.0,7,1,1
431,7.8,0.55,0.35,0.074,66.0,0.9974,3.25,0.56,9.2,5,1,0
432,11.9,0.37,0.69,0.078,24.0,0.9958,3.0,0.65,12.8,6,1,1
433,12.3,0.39,0.63,0.091,18.0,1.0004,3.16,0.49,9.5,5,1,0
434,10.4,0.41,0.55,0.076,54.0,0.9996,3.15,0.89,9.9,6,1,1
435,12.3,0.39,0.63,0.091,18.0,1.0004,3.16,0.49,9.5,5,1,0
436,8.0,0.67,0.3,0.06,62.0,0.9958,3.26,0.56,10.2,6,1,1
437,11.1,0.45,0.73,0.066,22.0,0.9986,3.17,0.66,11.2,6,1,1
438,10.4,0.41,0.55,0.076,54.0,0.9996,3.15,0.89,9.9,6,1,1
439,7.0,0.62,0.18,0.062,50.0,0.9951,3.08,0.6,9.3,5,1,0
440,12.6,0.31,0.72,0.072,29.0,0.9987,2.88,0.82,9.8,8,1,1
441,11.9,0.4,0.65,0.068,27.0,0.9988,3.06,0.68,11.3,6,1,1
442,15.6,0.685,0.76,0.1,43.0,1.0032,2.95,0.68,11.2,7,1,1
443,10.0,0.44,0.49,0.077,19.0,0.9963,3.23,0.63,11.6,7,1,1
444,5.3,0.57,0.01,0.054,27.0,0.9934,3.57,0.84,12.5,7,1,1
445,9.5,0.735,0.1,0.079,31.0,0.9986,3.23,0.56,10.1,6,1,1
446,12.5,0.38,0.6,0.081,72.0,0.9996,3.1,0.73,10.5,5,1,0
447,9.3,0.48,0.29,0.127,16.0,0.9968,3.22,0.72,11.2,5,1,0
448,8.6,0.53,0.22,0.1,27.0,0.9967,3.2,0.56,10.2,6,1,1
449,11.9,0.39,0.69,0.095,35.0,0.9994,3.1,0.61,10.8,6,1,1
450,11.9,0.39,0.69,0.095,35.0,0.9994,3.1,0.61,10.8,6,1,1
451,8.4,0.37,0.53,0.413,26.0,0.9979,3.06,1.06,9.1,6,1,1
452,6.8,0.56,0.03,0.084,35.0,0.9968,3.44,0.63,10.0,6,1,1
453,10.4,0.33,0.63,0.084,22.0,0.9998,3.26,0.74,11.2,7,1,1
454,7.0,0.23,0.4,0.063,67.0,0.9952,3.5,0.63,11.1,5,1,0
455,11.3,0.62,0.67,0.086,19.0,0.9988,3.22,0.69,13.4,8,1,1
456,8.9,0.59,0.39,0.095,22.0,0.9986,3.37,0.58,10.3,5,1,0
457,9.2,0.63,0.21,0.097,65.0,0.9988,3.28,0.58,9.6,5,1,0
458,10.4,0.33,0.63,0.084,22.0,0.9998,3.26,0.74,11.2,7,1,1
459,11.6,0.58,0.66,0.074,47.0,1.0008,3.25,0.57,9.0,3,1,0
460,9.2,0.43,0.52,0.083,23.0,0.9976,3.35,0.61,11.3,6,1,1
461,8.3,0.615,0.22,0.087,19.0,0.9982,3.26,0.61,9.3,5,1,0
462,11.0,0.26,0.68,0.085,25.0,0.997,3.18,0.61,11.8,5,1,0
463,8.1,0.66,0.7,0.098,129.0,0.9972,3.08,0.53,9.0,5,1,0
464,11.5,0.315,0.54,0.084,15.0,0.9987,2.98,0.7,9.2,6,1,1
465,10.0,0.29,0.4,0.098,26.0,1.0006,3.48,0.91,9.7,5,1,0
466,10.3,0.5,0.42,0.069,51.0,0.9982,3.16,0.72,11.5,6,1,1
467,8.8,0.46,0.45,0.065,18.0,0.9947,3.32,0.79,14.0,6,1,1
468,11.4,0.36,0.69,0.09,21.0,1.0,3.17,0.62,9.2,6,1,1
469,8.7,0.82,0.02,0.07,48.0,0.9952,3.2,0.58,9.8,5,1,0
470,13.0,0.32,0.65,0.093,47.0,0.9996,3.05,0.61,10.6,5,1,0
471,9.6,0.54,0.42,0.081,52.0,0.997,3.2,0.71,11.4,6,1,1
472,12.5,0.37,0.55,0.083,68.0,0.9995,3.15,0.82,10.4,6,1,1
473,9.9,0.35,0.55,0.062,14.0,0.9971,3.26,0.79,10.6,5,1,0
474,10.5,0.28,0.51,0.08,24.0,0.9982,3.2,0.89,9.4,6,1,1
475,9.6,0.68,0.24,0.087,28.0,0.9988,3.14,0.6,10.2,5,1,0
476,9.3,0.27,0.41,0.091,16.0,0.998,3.28,0.7,9.7,5,1,0
477,10.4,0.24,0.49,0.075,20.0,0.9977,3.18,1.06,11.0,6,1,1
478,9.6,0.68,0.24,0.087,28.0,0.9988,3.14,0.6,10.2,5,1,0
479,9.4,0.685,0.11,0.077,31.0,0.9984,3.19,0.7,10.1,6,1,1
480,10.6,0.28,0.39,0.069,23.0,1.0026,3.12,0.66,9.2,5,1,0
481,9.4,0.3,0.56,0.08,17.0,0.9964,3.15,0.92,11.7,8,1,1
482,10.6,0.36,0.59,0.152,18.0,0.9986,3.04,1.05,9.4,5,1,0
483,10.6,0.36,0.6,0.152,18.0,0.9986,3.04,1.06,9.4,5,1,0
484,10.6,0.44,0.68,0.114,24.0,0.997,3.06,0.66,13.4,6,1,1
485,10.2,0.67,0.39,0.054,17.0,0.9976,3.17,0.47,10.0,5,1,0
486,10.2,0.67,0.39,0.054,17.0,0.9976,3.17,0.47,10.0,5,1,0
487,10.2,0.645,0.36,0.053,14.0,0.9982,3.17,0.42,10.0,6,1,1
488,11.6,0.32,0.55,0.081,67.0,1.0002,3.32,0.92,10.8,7,1,1
489,9.3,0.39,0.4,0.073,26.0,0.9984,3.34,0.75,10.2,6,1,1
490,9.3,0.775,0.27,0.078,56.0,0.9984,3.31,0.67,10.6,6,1,1
491,9.2,0.41,0.5,0.055,25.0,0.9952,3.34,0.79,13.3,7,1,1
492,8.9,0.4,0.51,0.052,27.0,0.995,3.32,0.9,13.4,7,1,1
493,8.7,0.69,0.31,0.086,81.0,1.0002,3.48,0.74,11.6,6,1,1
494,6.5,0.39,0.23,0.051,91.0,0.9952,3.44,0.55,12.1,6,1,1
495,10.7,0.35,0.53,0.07,16.0,0.9972,3.15,0.65,11.0,8,1,1
496,7.8,0.52,0.25,0.081,38.0,0.9984,3.43,0.65,9.0,6,1,1
497,7.2,0.34,0.32,0.09,113.0,0.9966,3.32,0.79,11.1,5,1,0
498,10.7,0.35,0.53,0.07,16.0,0.9972,3.15,0.65,11.0,8,1,1
499,8.7,0.69,0.31,0.086,81.0,1.0002,3.48,0.74,11.6,6,1,1
500,7.8,0.52,0.25,0.081,38.0,0.9984,3.43,0.65,9.0,6,1,1
501,10.4,0.44,0.73,0.074,76.0,0.999,3.17,0.85,12.0,7,1,1
502,10.4,0.44,0.73,0.074,76.0,0.999,3.17,0.85,12.0,7,1,1
503,10.5,0.26,0.47,0.078,24.0,0.9976,3.18,1.04,10.9,7,1,1
504,10.5,0.24,0.42,0.077,22.0,0.9976,3.21,1.05,10.8,7,1,1
505,10.2,0.49,0.63,0.072,26.0,0.9968,3.16,0.78,12.5,7,1,1
506,10.4,0.24,0.46,0.075,21.0,0.9976,3.25,1.02,10.8,7,1,1
507,11.2,0.67,0.55,0.084,13.0,1.0,3.17,0.71,9.5,6,1,1
508,10.0,0.59,0.31,0.09,62.0,0.9994,3.18,0.63,10.2,6,1,1
509,13.3,0.29,0.75,0.084,43.0,0.9986,3.04,0.68,11.4,7,1,1
510,12.4,0.42,0.49,0.073,43.0,0.9978,3.02,0.61,9.5,5,1,0
511,10.0,0.59,0.31,0.09,62.0,0.9994,3.18,0.63,10.2,6,1,1
512,10.7,0.4,0.48,0.125,49.0,0.998,3.03,0.81,9.7,6,1,1
513,10.5,0.51,0.64,0.107,15.0,0.9973,3.09,0.66,11.8,7,1,1
514,10.5,0.51,0.64,0.107,15.0,0.9973,3.09,0.66,11.8,7,1,1
515,8.5,0.655,0.49,0.122,151.0,1.001,3.31,1.14,9.3,5,1,0
516,12.5,0.6,0.49,0.1,14.0,1.001,3.25,0.74,11.9,6,1,1
517,10.4,0.61,0.49,0.2,16.0,0.9994,3.16,0.63,8.4,3,1,0
518,10.9,0.21,0.49,0.088,32.0,0.9972,3.22,0.68,11.7,6,1,1
519,7.3,0.365,0.49,0.088,106.0,0.9966,3.36,0.78,11.0,5,1,0
520,9.8,0.25,0.49,0.088,33.0,0.9982,3.42,0.9,10.0,6,1,1
521,7.6,0.41,0.49,0.088,43.0,0.998,3.48,0.64,9.1,5,1,0
522,8.2,0.39,0.49,0.099,133.0,0.9979,3.38,0.99,9.8,5,1,0
523,9.3,0.4,0.49,0.085,142.0,0.9978,3.22,0.55,9.4,5,1,0
524,9.2,0.43,0.49,0.086,116.0,0.9976,3.23,0.64,9.5,5,1,0
525,10.4,0.64,0.24,0.105,53.0,0.9998,3.24,0.67,9.9,5,1,0
526,7.3,0.365,0.49,0.088,106.0,0.9966,3.36,0.78,11.0,5,1,0
527,7.0,0.38,0.49,0.097,85.0,0.9962,3.39,0.77,11.4,6,1,1
528,8.2,0.42,0.49,0.084,55.0,0.9988,3.34,0.75,8.7,6,1,1
529,9.9,0.63,0.24,0.077,33.0,0.9974,3.09,0.57,9.4,5,1,0
530,9.1,0.22,0.24,0.078,28.0,0.999,3.41,0.87,10.3,6,1,1
531,11.9,0.38,0.49,0.098,42.0,1.0004,3.16,0.61,10.3,5,1,0
532,11.9,0.38,0.49,0.098,42.0,1.0004,3.16,0.61,10.3,5,1,0
533,10.3,0.27,0.24,0.072,33.0,0.9956,3.22,0.66,12.8,6,1,1
534,10.0,0.48,0.24,0.102,32.0,1.0,3.28,0.56,10.0,6,1,1
535,9.1,0.22,0.24,0.078,28.0,0.999,3.41,0.87,10.3,6,1,1
536,9.9,0.63,0.24,0.077,33.0,0.9974,3.09,0.57,9.4,5,1,0
537,8.1,0.825,0.24,0.084,13.0,0.9972,3.37,0.77,10.7,6,1,1
538,12.9,0.35,0.49,0.066,35.0,1.0014,3.2,0.66,12.0,7,1,1
539,11.2,0.5,0.74,0.1,17.0,0.9996,3.22,0.62,11.2,5,1,0
540,9.2,0.59,0.24,0.101,47.0,0.9988,3.26,0.67,9.6,5,1,0
541,9.5,0.46,0.49,0.064,17.0,0.9988,3.21,0.73,11.0,6,1,1
542,9.3,0.715,0.24,0.07,20.0,0.9966,3.12,0.59,9.9,5,1,0
543,11.2,0.66,0.24,0.085,53.0,0.9993,3.06,0.72,11.0,6,1,1
544,14.3,0.31,0.74,0.075,15.0,1.0008,2.86,0.79,8.4,6,1,1
545,9.1,0.47,0.49,0.094,106.0,0.9982,3.08,0.59,9.1,5,1,0
546,7.5,0.55,0.24,0.078,28.0,0.9983,3.45,0.78,9.5,6,1,1
547,10.6,0.31,0.49,0.067,21.0,0.9987,3.26,0.86,10.7,6,1,1
548,12.4,0.35,0.49,0.079,69.0,0.9994,3.12,0.75,10.4,6,1,1
549,9.0,0.53,0.49,0.171,25.0,0.9975,3.27,0.61,9.4,6,1,1
550,6.8,0.51,0.01,0.074,25.0,0.9958,3.33,0.56,9.5,6,1,1
551,9.4,0.43,0.24,0.092,45.0,0.998,3.19,0.73,10.0,6,1,1
552,9.5,0.46,0.24,0.092,44.0,0.998,3.12,0.74,10.0,6,1,1
553,5.0,1.04,0.24,0.05,96.0,0.9934,3.74,0.62,11.5,5,1,0
554,15.5,0.645,0.49,0.095,23.0,1.00315,2.92,0.74,11.1,5,1,0
555,15.5,0.645,0.49,0.095,23.0,1.00315,2.92,0.74,11.1,5,1,0
556,10.9,0.53,0.49,0.118,17.0,1.0002,3.07,0.56,11.7,6,1,1
557,15.6,0.645,0.49,0.095,23.0,1.00315,2.92,0.74,11.1,5,1,0
558,10.9,0.53,0.49,0.118,17.0,1.0002,3.07,0.56,11.7,6,1,1
559,13.0,0.47,0.49,0.085,47.0,1.0021,3.3,0.68,12.7,6,1,1
560,12.7,0.6,0.49,0.075,19.0,0.9994,3.14,0.57,11.4,5,1,0
561,9.0,0.44,0.49,0.078,121.0,0.9978,3.23,0.58,9.2,5,1,0
562,9.0,0.54,0.49,0.094,110.0,0.9982,3.08,0.61,9.2,5,1,0
563,7.6,0.29,0.49,0.092,60.0,0.9971,3.31,0.61,10.1,6,1,1
564,13.0,0.47,0.49,0.085,47.0,1.0021,3.3,0.68,12.7,6,1,1
565,12.7,0.6,0.49,0.075,19.0,0.9994,3.14,0.57,11.4,5,1,0
566,8.7,0.7,0.24,0.226,15.0,0.9991,3.32,0.6,9.0,6,1,1
567,8.7,0.7,0.24,0.226,15.0,0.9991,3.32,0.6,9.0,6,1,1
568,9.8,0.5,0.49,0.25,20.0,0.999,3.31,0.79,10.7,6,1,1
569,6.2,0.36,0.24,0.095,42.0,0.9946,3.57,0.57,11.7,6,1,1
570,11.5,0.35,0.49,0.07,37.0,1.0003,3.32,0.91,11.0,6,1,1
571,6.2,0.36,0.24,0.095,42.0,0.9946,3.57,0.57,11.7,6,1,1
572,10.2,0.24,0.49,0.075,28.0,0.9978,3.14,0.61,10.4,5,1,0
573,10.5,0.59,0.49,0.07,47.0,0.9991,3.3,0.56,9.6,4,1,0
574,10.6,0.34,0.49,0.078,78.0,0.9992,3.19,0.7,10.0,6,1,1
575,12.3,0.27,0.49,0.079,46.0,0.9993,3.2,0.8,10.2,6,1,1
576,9.9,0.5,0.24,0.103,14.0,0.9978,3.34,0.52,10.0,4,1,0
577,8.8,0.44,0.49,0.083,111.0,0.9982,3.3,0.6,9.5,5,1,0
578,8.8,0.47,0.49,0.085,110.0,0.9982,3.29,0.6,9.8,5,1,0
579,10.6,0.31,0.49,0.063,40.0,0.9976,3.14,0.51,9.8,6,1,1
580,12.3,0.5,0.49,0.089,14.0,1.0002,3.19,0.44,9.6,5,1,0
581,12.3,0.5,0.49,0.089,14.0,1.0002,3.19,0.44,9.6,5,1,0
582,11.7,0.49,0.49,0.083,15.0,1.0,3.19,0.43,9.2,5,1,0
583,12.0,0.28,0.49,0.074,21.0,0.9976,2.98,0.66,9.9,7,1,1
584,11.8,0.33,0.49,0.093,80.0,1.0002,3.3,0.76,10.7,7,1,1
585,7.6,0.51,0.24,0.091,38.0,0.998,3.47,0.66,9.6,6,1,1
586,11.1,0.31,0.49,0.094,47.0,0.9986,3.12,1.02,10.6,7,1,1
587,7.3,0.73,0.24,0.108,102.0,0.9967,3.26,0.59,9.3,5,1,0
588,5.0,0.42,0.24,0.06,50.0,0.9917,3.72,0.74,14.0,8,1,1
589,10.2,0.29,0.49,0.059,13.0,0.9976,3.05,0.74,10.5,7,1,1
590,9.0,0.45,0.49,0.084,75.0,0.9987,3.35,0.57,9.7,5,1,0
591,6.6,0.39,0.49,0.07,149.0,0.9922,3.12,0.5,11.5,6,1,1
592,9.0,0.45,0.49,0.084,75.0,0.9987,3.35,0.57,9.7,5,1,0
593,9.9,0.49,0.58,0.094,43.0,1.0004,3.29,0.58,9.0,5,1,0
594,7.9,0.72,0.17,0.096,38.0,0.9978,3.4,0.53,9.5,5,1,0
595,8.9,0.595,0.41,0.086,109.0,0.9998,3.27,0.57,9.3,5,1,0
596,12.4,0.4,0.51,0.059,24.0,0.9994,3.04,0.6,9.3,6,1,1
597,11.9,0.58,0.58,0.071,18.0,0.998,3.09,0.63,10.0,6,1,1
598,8.5,0.585,0.18,0.078,30.0,0.9967,3.2,0.48,9.8,6,1,1
599,12.7,0.59,0.45,0.082,22.0,1.0,3.0,0.7,9.3,6,1,1
600,8.2,0.915,0.27,0.088,23.0,0.9962,3.26,0.47,10.0,4,1,0
601,13.2,0.46,0.52,0.071,35.0,1.0006,3.1,0.56,9.0,6,1,1
602,7.7,0.835,0.0,0.081,14.0,0.9975,3.3,0.52,9.3,5,1,0
603,13.2,0.46,0.52,0.071,35.0,1.0006,3.1,0.56,9.0,6,1,1
604,8.3,0.58,0.13,0.096,63.0,0.9984,3.17,0.62,9.1,6,1,1
605,8.3,0.6,0.13,0.085,24.0,0.9984,3.31,0.59,9.2,6,1,1
606,9.4,0.41,0.48,0.072,20.0,0.9973,3.34,0.79,12.2,7,1,1
607,8.8,0.48,0.41,0.092,52.0,0.9982,3.31,0.53,10.5,6,1,1
608,10.1,0.65,0.37,0.11,65.0,1.0026,3.32,0.64,10.4,6,1,1
609,6.3,0.36,0.19,0.075,39.0,0.9956,3.56,0.52,12.7,6,1,1
610,8.8,0.24,0.54,0.083,57.0,0.9983,3.39,0.54,9.2,5,1,0
611,13.2,0.38,0.55,0.081,16.0,1.0006,2.98,0.54,9.4,5,1,0
612,7.5,0.64,0.0,0.077,29.0,0.9965,3.32,0.6,10.0,6,1,1
613,8.2,0.39,0.38,0.058,29.0,0.9962,3.26,0.74,9.8,5,1,0
614,9.2,0.755,0.18,0.148,103.0,0.9969,2.87,1.36,10.2,6,1,1
615,9.6,0.6,0.5,0.079,71.0,0.9997,3.5,0.57,9.7,5,1,0
616,9.6,0.6,0.5,0.079,71.0,0.9997,3.5,0.57,9.7,5,1,0
617,11.5,0.31,0.51,0.079,28.0,0.9982,3.03,0.93,9.8,6,1,1
